event_id,investigation_type,accident_number,event_date,location,country,injury_severity,aircraft_damage,aircraft_category,registration_number,make,model,amateur_built,number_of_engines,engine_type,far_description,purpose_of_flight,weather_condition,broad_phase_of_flight,publication_date,state,year,calculated_severity,town,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured
20020917X01628,Accident,ANC82DA019,1982-01-19,"Tuntutuliak, Ak",United States,Fatal,Substantial,Airplane,N4246T,Piper,Pa-32,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,Unknown,VMC,Takeoff,19-01-1983,Alaska,1982,Uninjured,Tuntutuliak,0.0,0.0,0.0,2.0
20020917X02334,Incident,LAX82IA044,1982-01-20,"San Jose, Ca",United States,Incident,Minor,Airplane,N74HP,Piper,Pa-31-350,No,2.0,Reciprocating,Part 91: General Aviation,Executive/corporate,VMC,Takeoff,20-01-1983,California,1982,Uninjured,San Jose,0.0,0.0,0.0,2.0
20020917X02258,Accident,LAX82FA048,1982-01-20,"Cherry Valley, Ca",United States,Fatal,Destroyed,Airplane,N9395Q,Beech,58,No,2.0,Reciprocating,Part 91: General Aviation,Personal,IMC,Cruise,20-01-1983,California,1982,Fatal,Cherry Valley,2.0,0.0,0.0,0.0
20020917X02256,Accident,LAX82FA045,1982-01-20,"Escondido, Ca",United States,Fatal,Destroyed,Airplane,N92387,Cessna,182N,No,1.0,Reciprocating,Part 91: General Aviation,Personal,IMC,Descent,20-01-1983,California,1982,Fatal,Escondido,3.0,0.0,0.0,0.0
20020917X01751,Accident,ATL82FKQ10,1982-01-20,"Mccomb, Ms",United States,Fatal,Destroyed,Airplane,N6242Y,Piper,Pa-23-250,No,2.0,Reciprocating,Part 91: General Aviation,Business,IMC,Approach,20-01-1983,Mississippi,1982,Fatal,Mccomb,1.0,0.0,0.0,0.0
20020917X02398,Accident,MIA82FA035,1982-01-20,"Orlando, Fl",United States,Fatal,Substantial,Airplane,N3318S,Cessna,210,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Approach,20-01-1983,Florida,1982,Fatal,Orlando,1.0,0.0,0.0,1.0
20020917X01998,Accident,FTW82DA044,1982-01-20,"Midland, Tx",United States,Fatal,Substantial,Airplane,N5350M,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Landing,20-01-1983,Texas,1982,Uninjured,Midland,0.0,0.0,0.0,1.0
20020917X02619,Accident,SEA82FA032,1982-01-21,"Boise, Id",United States,Fatal,Destroyed,Airplane,N4947K,Cessna,P210N,No,1.0,Reciprocating,Part 91: General Aviation,Personal,IMC,Cruise,21-01-1983,Idaho,1982,Fatal,Boise,4.0,0.0,0.0,0.0
20020917X02467,Accident,MKC82FA019,1982-01-21,"North Kansas Ci, Mo",United States,Fatal,Destroyed,Airplane,N4553Q,Cessna,402A,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,Unknown,IMC,Approach,21-01-1983,Missouri,1982,Fatal,North Kansas Ci,1.0,0.0,0.0,0.0
20020917X02295,Accident,LAX82FUJ25,1982-01-21,"Bagdad, Az",United States,Fatal,Destroyed,Airplane,N40291,Piper,Pa-23-250,No,2.0,Reciprocating,Part 91: General Aviation,Executive/corporate,IMC,Maneuvering,21-01-1983,Arizona,1982,Minor,Bagdad,0.0,1.0,2.0,0.0
20020917X02260,Accident,LAX82FA050,1982-01-21,"10Nm N. Of Mcna, Az",United States,Fatal,Destroyed,Airplane,N41664,Piper,Pa-28-235,No,1.0,Reciprocating,Part 91: General Aviation,Personal,IMC,Cruise,21-01-1983,Arizona,1982,Fatal,10Nm N. Of Mcna,1.0,0.0,0.0,0.0
20020917X01762,Accident,ATL82FLT02,1982-01-21,"New Albany, Ms",United States,Fatal,Destroyed,Airplane,N6142L,Grumman,Aa-1,Yes,1.0,Reciprocating,Part 91: General Aviation,Personal,IMC,Takeoff,21-01-1983,Mississippi,1982,Fatal,New Albany,1.0,0.0,0.0,0.0
20020917X01749,Accident,ATL82FKJ11,1982-01-21,"Muscle Shoals, Al",United States,Fatal,Destroyed,Airplane,N31937,Piper,Pa-32,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Approach,21-01-1983,Alabama,1982,Minor,Muscle Shoals,0.0,1.0,3.0,0.0
20020917X01626,Accident,ANC82DA016,1982-01-21,"Port Graham, Ak",United States,Fatal,Destroyed,Airplane,N1729U,Cessna,207,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,Unknown,VMC,Landing,21-01-1983,Alaska,1982,Minor,Port Graham,0.0,0.0,1.0,0.0
20020917X01782,Accident,CHI82DA029,1982-01-21,"Shell Lake, Wi",United States,Fatal,Substantial,Airplane,N6029Q,Mooney,M-20,Yes,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Takeoff,21-01-1983,Wisconsin,1982,Uninjured,Shell Lake,0.0,0.0,0.0,4.0
20020917X02171,Accident,LAX82DA060,1982-01-22,"Carson City, Nv",United States,Fatal,Substantial,Airplane,N13083,Cessna,172M,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,22-01-1983,Nevada,1982,Uninjured,Carson City,0.0,0.0,0.0,2.0
20020917X02622,Accident,SEA82FYK07,1982-01-23,"Lapine, Or",United States,Fatal,Destroyed,Airplane,N8172B,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,Personal,IMC,Approach,23-01-1983,Oregon,1982,Fatal,Lapine,1.0,1.0,0.0,0.0
20020917X02259,Accident,LAX82FA049A,1982-01-23,"Victorville, Ca",United States,Fatal,Destroyed,Airplane,N7860V,Mooney,M20C,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Unknown,23-01-1983,California,1982,Minor,Victorville,2.0,0.0,4.0,0.0
20020917X02000,Accident,FTW82DA047,1982-01-23,"Hobbs, Nm",United States,Fatal,Destroyed,Airplane,N8584,Grumman,G-164A,No,1.0,Reciprocating,Part 137: Agricultural,Aerial Application,VMC,Takeoff,23-01-1983,New Mexico,1982,Uninjured,Hobbs,0.0,0.0,0.0,1.0
20020917X01883,Accident,CHI82FA032,1982-01-23,"London, Oh",United States,Fatal,Destroyed,Airplane,N6940Q,Beech,A23A,No,1.0,Reciprocating,Part 91: General Aviation,Personal,IMC,Cruise,23-01-1983,Ohio,1982,Fatal,London,1.0,0.0,0.0,0.0
20020917X02426,Accident,MKC82DA020,1982-01-23,"Topeka, Ks",United States,Fatal,Substantial,Airplane,N2872D,Piper,Pa-32-300,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,23-01-1983,Kansas,1982,Uninjured,Topeka,0.0,0.0,0.0,1.0
20020917X02400,Accident,MIA82FA038B,1982-01-23,"Newport Richey, Fl",United States,Fatal,Substantial,Airplane,N45453,Cessna,150M,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Cruise,23-01-1983,Florida,1982,Uninjured,Newport Richey,0.0,0.0,0.0,3.0
20020917X02400,Accident,MIA82FA038A,1982-01-23,"Newport Richey, Fl",United States,Fatal,Substantial,Airplane,N32555,Piper,Pa-34-200T,No,2.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Approach,23-01-1983,Florida,1982,Uninjured,Newport Richey,0.0,0.0,0.0,3.0
20020917X02259,Accident,LAX82FA049B,1982-01-23,"Victorville, Ca",United States,Fatal,Substantial,Airplane,N32380,Piper,Pa-28-235,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Cruise,23-01-1983,California,1982,Minor,Victorville,2.0,0.0,4.0,0.0
20020917X02113,Accident,FTW82FPD08,1982-01-23,"Saginaw, Tx",United States,Fatal,Substantial,Airplane,N7219S,Cessna,150H,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,23-01-1983,Texas,1982,Serious,Saginaw,0.0,1.0,0.0,0.0
20020917X02162,Accident,LAX82DA051,1982-01-23,"Watsonville, Ca",United States,Fatal,Substantial,Helicopter,N10194,Bell,47G-2,No,1.0,Reciprocating,Part 137: Agricultural,Unknown,VMC,Maneuvering,23-01-1983,California,1982,Uninjured,Watsonville,0.0,0.0,0.0,1.0
20020917X02002,Accident,FTW82DA049,1982-01-23,"Houston, Tx",United States,Fatal,Substantial,Airplane,N2536K,Piper,Pa-38-112,No,1.0,Reciprocating,Part 91: General Aviation,Unknown,VMC,Go-around,23-01-1983,Texas,1982,Minor,Houston,0.0,0.0,1.0,1.0
20020917X02563,Accident,NYC82FNA10,1982-01-24,"Taunton, Ma",United States,Fatal,Substantial,Airplane,N80420,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,Personal,UNK,Approach,24-01-1983,Massachusetts,1982,Minor,Taunton,0.0,0.0,2.0,0.0
20020917X02163,Accident,LAX82DA052,1982-01-24,"Flagstaff, Az",United States,Fatal,Substantial,Airplane,N13533,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,24-01-1983,Arizona,1982,Uninjured,Flagstaff,0.0,0.0,0.0,4.0
20020917X01895,Accident,CHI82FEE12,1982-01-24,"Wheeling, Il",United States,Fatal,Substantial,Airplane,N6492V,Cessna,172Rg,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Standing,24-01-1983,Illinois,1982,Uninjured,Wheeling,0.0,0.0,0.0,2.0
20020917X01661,Accident,ATL82DA040,1982-01-24,"Athens, Ga",United States,Fatal,Substantial,Airplane,N34975,Cessna,177,No,1.0,Reciprocating,Part 91: General Aviation,Business,VMC,Descent,24-01-1983,Georgia,1982,Uninjured,Athens,0.0,0.0,0.0,1.0
20020917X01646,Accident,ANC82DAG16,1982-01-25,"Bethel, Ak",United States,Fatal,Destroyed,Airplane,N71734,Cessna,182M,No,1.0,Reciprocating,Part 91: General Aviation,Personal,UNK,Cruise,25-01-1983,Alaska,1982,Fatal,Bethel,2.0,0.0,0.0,0.0
20020917X01652,Accident,ANC82FA017,1982-01-25,"Anchorage, Ak",United States,Fatal,Substantial,Airplane,N4825B,Cessna,152Ii,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Descent,25-01-1983,Alaska,1982,Minor,Anchorage,0.0,0.0,1.0,0.0
20020917X02123,Accident,FTW82FPM09,1982-01-26,"Muskogee, Ok",United States,Fatal,Destroyed,Airplane,N9413G,Cessna,A188B,No,1.0,Reciprocating,Part 137: Agricultural,Aerial Application,VMC,Maneuvering,26-01-1983,Oklahoma,1982,Serious,Muskogee,0.0,1.0,0.0,0.0
20020917X02485,Accident,NYC82DA020,1982-01-26,"Sussex, Nj",United States,Fatal,Substantial,Airplane,N5989W,Piper,Pa-28-140,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,26-01-1983,New Jersey,1982,Uninjured,Sussex,0.0,0.0,0.0,2.0
20020917X02430,Accident,MKC82DA025,1982-01-26,"Lee'S Summit, Mo",United States,Fatal,Substantial,Airplane,N9259H,Cessna,172N,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Taxi,26-01-1983,Missouri,1982,Uninjured,Lee'S Summit,0.0,0.0,0.0,3.0
20020917X02427,Accident,MKC82DA021,1982-01-26,"Essex, Mo",United States,Fatal,Substantial,Airplane,N89772,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Landing,26-01-1983,Missouri,1982,Uninjured,Essex,0.0,0.0,0.0,1.0
20020917X02261,Accident,LAX82FA061,1982-01-27,"Lagunitas, Ca",United States,Fatal,Destroyed,Helicopter,N96142,Bell,Uh1B,Yes,1.0,Turbo Shaft,Part 133: Rotorcraft Ext. Load,Unknown,VMC,Maneuvering,27-01-1983,California,1982,Fatal,Lagunitas,1.0,0.0,0.0,0.0
20020917X02491,Accident,NYC82DA027,1982-01-27,"Ansonia, Ct",United States,Fatal,Substantial,Airplane,N4918H,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Landing,27-01-1983,Connecticut,1982,Uninjured,Ansonia,0.0,0.0,0.0,2.0
20020917X02164,Accident,LAX82DA053,1982-01-27,"Lodi, Ca",United States,Fatal,Substantial,Airplane,N64951,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Landing,27-01-1983,California,1982,Uninjured,Lodi,0.0,0.0,0.0,1.0
20020917X01925,Accident,DEN82DA031,1982-01-27,"Broomfield, Co",United States,Fatal,Substantial,Airplane,N5745T,Cessna,172N,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Taxi,27-01-1983,Colorado,1982,Uninjured,Broomfield,0.0,0.0,0.0,1.0
20020917X01742,Accident,ATL82FID05,1982-01-27,"Charlottesville, Va",United States,Fatal,Substantial,Airplane,N2466B,Piper,Pa-38-112,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Approach,27-01-1983,Virginia,1982,Uninjured,Charlottesville,0.0,0.0,0.0,2.0
20020917X02325,Accident,LAX82FVM09,1982-01-28,"Los Gatos, Ca",United States,Fatal,Destroyed,Airplane,N32678,Piper,28-151,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,Unknown,IMC,Cruise,28-01-1983,California,1982,Fatal,Los Gatos,1.0,0.0,0.0,0.0
20020917X02579,Accident,SEA82DA021,1982-01-28,"Sunriver, Or",United States,Fatal,Substantial,Airplane,N4604N,Cessna,340A,No,2.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Takeoff,28-01-1983,Oregon,1982,Uninjured,Sunriver,0.0,0.0,0.0,2.0
20020917X02428,Accident,MKC82DA022,1982-01-28,"Wentzville, Mo",United States,Fatal,Substantial,Airplane,N5333T,Cessna,172H,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Approach,28-01-1983,Missouri,1982,Uninjured,Wentzville,0.0,0.0,0.0,1.0
20020917X02165,Accident,LAX82DA054,1982-01-28,"Fowler, Ca",United States,Fatal,Substantial,Airplane,N6594U,Mooney,M20C,Yes,1.0,Reciprocating,Part 91: General Aviation,Business,VMC,Landing,28-01-1983,California,1982,Uninjured,Fowler,0.0,0.0,0.0,1.0
20020917X02001,Accident,FTW82DA048,1982-01-28,"S. Of Morgan Ci, La",United States,Fatal,Substantial,Airplane,N6265E,Cessna,A185F,No,1.0,Reciprocating,Part 91: General Aviation,Business,VMC,Takeoff,28-01-1983,Louisiana,1982,Uninjured,S. Of Morgan Ci,0.0,0.0,0.0,2.0
20020917X01662,Accident,ATL82DA043,1982-01-28,"Louisville, Ky",United States,Fatal,Substantial,Airplane,N3654W,Piper,Pa-32-260,No,1.0,Reciprocating,Part 91: General Aviation,Business,VMC,Approach,28-01-1983,Kentucky,1982,Uninjured,Louisville,0.0,0.0,0.0,2.0
20020917X02468,Accident,MKC82FA023,1982-01-29,"5M E. Greensbur, Ks",United States,Fatal,Destroyed,Airplane,N1589E,Cessna,172N,No,1.0,Reciprocating,Part 91: General Aviation,Personal,IMC,Cruise,29-01-1983,Kansas,1982,Fatal,5M E. Greensbur,1.0,0.0,0.0,0.0
20020917X01758,Accident,ATL82FLG10,1982-01-29,"Darlington, Sc",United States,Fatal,Destroyed,Airplane,N1434Q,Cessna,150,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Maneuvering,29-01-1983,South Carolina,1982,Fatal,Darlington,1.0,0.0,0.0,0.0
20020917X01919,Accident,DEN82DA025,1982-01-29,"Near Gillete, Wy",United States,Fatal,Substantial,Airplane,N758RD,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,Unknown,VMC,Maneuvering,29-01-1983,Wyoming,1982,Uninjured,Near Gillete,0.0,0.0,0.0,2.0
20020917X02335,Incident,LAX82IA062,1982-01-30,"Truckee, Ca",United States,Incident,Minor,Airplane,N9674C,Piper,Pa-28R-201T,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,30-01-1983,California,1982,Uninjured,Truckee,0.0,0.0,0.0,1.0
20020917X02166,Accident,LAX82DA055,1982-01-30,"Avalon, Ca",United States,Fatal,Destroyed,Airplane,N4510H,Mooney,M20J,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Climb,30-01-1983,California,1982,Uninjured,Avalon,0.0,0.0,0.0,4.0
20020917X02313,Accident,LAX82FVA11,1982-01-30,"Oakdale, Ca",United States,Fatal,Substantial,Airplane,N5173R,Cessna,Tr182,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Takeoff,30-01-1983,California,1982,Fatal,Oakdale,1.0,0.0,0.0,0.0
20020917X02168,Accident,LAX82DA057,1982-01-30,"Elko, Nv",United States,Fatal,Substantial,Airplane,N35289,Cessna,177B,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Cruise,30-01-1983,Nevada,1982,Uninjured,Elko,0.0,0.0,0.0,2.0
20020917X02167,Accident,LAX82DA056,1982-01-30,"Big Bear, Ca",United States,Fatal,Substantial,Airplane,N54288,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,30-01-1983,California,1982,Uninjured,Big Bear,0.0,0.0,0.0,3.0
20020917X02003,Accident,FTW82DA050,1982-01-30,"Bald Knob, Ar",United States,Fatal,Substantial,Airplane,N3041N,Cessna,140,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Takeoff,30-01-1983,Arkansas,1982,Uninjured,Bald Knob,0.0,0.0,0.0,2.0
20020917X01920,Accident,DEN82DA026,1982-01-30,"Bryce Canyon, Ut",United States,Fatal,Substantial,Airplane,N5447E,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,30-01-1983,Utah,1982,Uninjured,Bryce Canyon,0.0,0.0,0.0,1.0
20020917X01664,Accident,ATL82DA045,1982-01-30,"Conyers, Ga",United States,Fatal,Substantial,Airplane,N42042,Cessna,182L,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,30-01-1983,Georgia,1982,Uninjured,Conyers,0.0,0.0,0.0,2.0
20020917X01663,Accident,ATL82DA044,1982-01-30,"Cumberland Isla, Ga",United States,Fatal,Substantial,Airplane,N734YY,Cessna,172N,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,30-01-1983,Georgia,1982,Uninjured,Cumberland Isla,0.0,0.0,0.0,3.0
20020917X02580,Accident,SEA82DA023,1982-01-30,"Sinclair Island, Wa",United States,Fatal,Substantial,Airplane,N53294,Cessna,172P,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,Unknown,IMC,Landing,30-01-1983,Washington,1982,Uninjured,Sinclair Island,0.0,0.0,0.0,3.0
20020917X02547,Accident,NYC82FFA03,1982-01-31,"Lake Placid, Ny",United States,Fatal,Substantial,Airplane,N6758B,Piper,Pa-22,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Takeoff,31-01-1983,New York,1982,Minor,Lake Placid,0.0,0.0,1.0,1.0
20020917X02482,Accident,NYC82DA017,1982-01-31,"Caldwell, Nj",United States,Fatal,Substantial,Airplane,N17065,Cessna,150L,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Approach,31-01-1983,New Jersey,1982,Uninjured,Caldwell,0.0,0.0,0.0,2.0
20020917X02429,Accident,MKC82DA024,1982-01-31,"Malden, Mo",United States,Fatal,Substantial,Airplane,N5005M,Beech,36,No,1.0,Reciprocating,Part 91: General Aviation,Business,IMC,Cruise,31-01-1983,Missouri,1982,Serious,Malden,0.0,1.0,0.0,1.0
20020917X02344,Accident,MIA82DA040,1982-01-31,"New Port Richey, Fl",United States,Fatal,Substantial,Airplane,N5406M,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,31-01-1983,Florida,1982,Minor,New Port Richey,0.0,0.0,1.0,0.0
20020917X02343,Accident,MIA82DA039,1982-01-31,"Deland, Fl",United States,Fatal,Substantial,Airplane,N21481,Piper,Pa-28-161,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Approach,31-01-1983,Florida,1982,Uninjured,Deland,0.0,0.0,0.0,2.0
20020917X02169,Accident,LAX82DA058,1982-01-31,"El Cajon, Ca",United States,Fatal,Substantial,Airplane,N2596K,Cessna,180K,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,31-01-1983,California,1982,Uninjured,El Cajon,0.0,0.0,0.0,3.0
20020917X02005,Accident,FTW82DA052,1982-01-31,"Albuquerque, Nm",United States,Fatal,Substantial,Airplane,N89963,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Takeoff,31-01-1983,New Mexico,1982,Uninjured,Albuquerque,0.0,0.0,0.0,2.0
20020917X02004,Accident,FTW82DA051,1982-01-31,"Mckinney, Tx",United States,Fatal,Substantial,Airplane,N6409M,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Landing,31-01-1983,Texas,1982,Uninjured,Mckinney,0.0,0.0,0.0,1.0
20020917X01921,Accident,DEN82DA027,1982-01-31,"Trinidad, Co",United States,Fatal,Substantial,Airplane,N3921P,Piper,Pa-22,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Takeoff,31-01-1983,Colorado,1982,Uninjured,Trinidad,0.0,0.0,0.0,2.0
20020917X02480,Accident,NYC82AA028,1982-02-01,"Groton, Ct",United States,Fatal,Destroyed,Airplane,N451C,Beech,99,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,Unknown,IMC,Approach,01-02-1983,Connecticut,1982,Serious,Groton,0.0,5.0,2.0,0.0
20020917X02413,Accident,MIA82FLD13,1982-02-01,"Crystal River, Fl",United States,Fatal,Destroyed,Airplane,N5111D,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,Unknown,VMC,Takeoff,01-02-1983,Florida,1982,Serious,Crystal River,0.0,1.0,1.0,0.0
20020917X02131,Accident,FTW82FQG14,1982-02-01,"Pampa, Tx",United States,Fatal,Destroyed,Airplane,N58947,Cessna,182,No,1.0,Reciprocating,Part 91: General Aviation,Personal,IMC,Maneuvering,01-02-1983,Texas,1982,Fatal,Pampa,2.0,0.0,0.0,0.0
20020917X02170,Accident,LAX82DA059,1982-02-01,"Las Vegas, Nv",United States,Fatal,Substantial,Airplane,N5481S,Cessna,Tr182,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,01-02-1983,Nevada,1982,Uninjured,Las Vegas,0.0,0.0,0.0,2.0
20020917X02006,Accident,FTW82DA053,1982-02-01,"Las Cruces, Nm",United States,Fatal,Substantial,Airplane,N2575X,Cessna,P206,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Landing,01-02-1983,New Mexico,1982,Uninjured,Las Cruces,0.0,0.0,0.0,3.0
20020917X01784,Accident,CHI82DA033,1982-02-01,"Anderson, In",United States,Fatal,Substantial,Airplane,N5400G,Grumman,1159,No,2.0,Turbo Jet,Part 91: General Aviation,Executive/corporate,VMC,Landing,01-02-1983,Indiana,1982,Uninjured,Anderson,0.0,0.0,0.0,4.0
20020917X01922,Accident,DEN82DA028,1982-02-01,"Rock Springs, Wy",United States,Fatal,Substantial,Airplane,N8178F,Piper,Pa-32,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,Unknown,IMC,Cruise,01-02-1983,Wyoming,1982,Serious,Rock Springs,0.0,1.0,0.0,0.0
20020917X02539,Accident,NYC82FA029,1982-02-02,"Newburgh, Ny",United States,Fatal,Destroyed,Airplane,N62481,Piper,Pa-23-250,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,Unknown,IMC,Approach,02-02-1983,New York,1982,Fatal,Newburgh,1.0,0.0,0.0,0.0
20020917X02139,Accident,FTW82FRD08,1982-02-02,"Jeanerette, La",United States,Fatal,Destroyed,Airplane,N3166J,Cessna,150G,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Unknown,02-02-1983,Louisiana,1982,Fatal,Jeanerette,2.0,0.0,0.0,0.0
20020917X02581,Accident,SEA82DA024,1982-02-02,"Moses Lake, Wa",United States,Fatal,Substantial,Airplane,N756GF,Cessna,U206G,No,1.0,Reciprocating,Part 91: General Aviation,Business,VMC,Landing,02-02-1983,Washington,1982,Uninjured,Moses Lake,0.0,0.0,0.0,1.0
20020917X02007,Accident,FTW82DA054,1982-02-02,"Dryden, Tx",United States,Fatal,Substantial,Airplane,N6618N,Cessna,T210N,No,1.0,Reciprocating,Part 91: General Aviation,Business,VMC,Landing,02-02-1983,Texas,1982,Uninjured,Dryden,0.0,0.0,0.0,1.0
20020917X02297,Accident,LAX82FUJ27,1982-02-03,"Paradise Valley, Az",United States,Fatal,Destroyed,Airplane,N11578,Mooney,M20J,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Climb,03-02-1983,Arizona,1982,Fatal,Paradise Valley,1.0,0.0,0.0,0.0
20020917X02582,Accident,SEA82DA025,1982-02-03,"Nr. Colbert, Wa",United States,Fatal,Substantial,Airplane,N5527G,Cessna,150J,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,VMC,Maneuvering,03-02-1983,Washington,1982,Uninjured,Nr. Colbert,0.0,0.0,0.0,2.0
20020917X01785,Accident,CHI82DA034,1982-02-03,"Indianapolis, In",United States,Fatal,Substantial,Helicopter,N2777B,Bell,206L-1,No,1.0,Turbo Shaft,Part 91: General Aviation,Personal,VMC,Cruise,03-02-1983,Indiana,1982,Uninjured,Indianapolis,0.0,0.0,0.0,1.0
20020917X02008,Accident,FTW82DA055,1982-02-04,Gulf Of Mexico,GULF OF MEXICO,Fatal,Substantial,Helicopter,N2623,Bell,206L-1,No,1.0,Turbo Shaft,Part 91: General Aviation,Executive/corporate,VMC,Takeoff,04-02-1983,GULF OF MEXICO,1982,Uninjured,Gulf Of Mexico,0.0,0.0,0.0,1.0
20020917X02348,Accident,MIA82DA050,1982-02-05,"120 Nm Sse Of M, Fl",United States,Fatal,Destroyed,Airplane,N1306H,Piper,Pa-28,No,1.0,Reciprocating,Part 91: General Aviation,Personal,VMC,Cruise,05-02-1983,Florida,1982,Fatal,120 Nm Sse Of M,2.0,0.0,0.0,0.0
